Upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,"Fee Multiplier",cost_qty,cost_cents,variable_price,addstock,setstock,pack_name,pack_qty,pack_upc,unit_upc,unit_count,is_oneclick,oc_color,oc_border_color,oc_text_color,oc_fixedpos,oc_page,oc_key,oc_relpos
"=""499733700019""",Tax,1,0,n,n,TAXABLE,,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""499733700026""",ACCESSORIES,1,599,n,n,STICKERS,,,n,1,1,0,n,,"=""0""",,,,,,y,#ec407a,#f06292,,15,"in store",STICKERS,15
"=""499733700033""","Zyn 1",1,4499,n,n,"ROLL OF ZYN","5 PKS",,n,1,1,0,n,,"=""0""",,,,,,y,#76ff03,#76ff03,,7,"in store","ROLL OF ZYN",7
"=""499733700040""","2 FEE",1,200,y,n,"$ 2 FEE",,,n,1,1,0,n,,"=""0""",,,,,,y,#d50000,#d50000,,,"in store","$ 2 FEE",2
"=""499973370041""",va,1,2499,n,n,"Small Flum",,,n,1,1,1100,n,,"=""0""",,,,,,y,#42a5f5,#03a9f4,,12,"in store","Small Flum",12
"=""499973370058""",va,1,2699,n,n,"Big Flum",,,n,1,0,0,n,,"=""0""",,,,,,y,#1565c0,#1565c0,,11,"in store","Big Flum",11
"=""499973370065""",va,1,2999,n,n,"Big Gee",,,n,1,0,0,n,,"=""0""",,,,,,y,#1a237e,#1a237e,,9,"in store","Big Gee",9
"=""499973370072""",va,1,2499,n,n,"Small Geek",,,n,1,0,0,n,,"=""0""",,,,,,y,#304ffe,#304ffe,,10,"in store","Small Geek",10
"=""499973370089""",Ice,1,299,n,n,"Zip Bags",,,n,1,0,0,n,,"=""0""",,,,,,y,#fff59d,#fff59d,,5,"in store","Zip Bags",5
"=""499973370096""",Ice,1,199,n,n,"Cup of ice",,,n,1,0,0,n,,"=""0""",,,,,,y,#ffeb3b,#fdd835,,6,"in store","Cup of ice",6
"=""499973370102""",ACCESSORIES,1,1599,n,n,"Sun Glasses",,,n,1,0,0,n,,"=""0""",,,,,,y,#eeff41,#eeff41,,,"in store","Sun Glasses",14
"=""499973370119""","Fish Bait",1,999,n,n,"Fish Bait",,,n,1,0,0,n,,"=""0""",,,,,,y,#880e4f,#880e4f,,,"in store","Fish Bait",16
"=""499733700057""",ACCESSORIES,1,299,n,n,Surfewax,,,n,1,0,0,n,,"=""0""",,,,,,y,#ffffff,#000000,,,"in store",Surfewax,17
"=""203026000003""",Wine1,1,4699,n,n,"Pears Triumph De Vienne (3026)","750 ml",,n,2,1,3000,n,,"=""0""",,,,,0,n,,,,,,,
"=""272051000005""","WINE CABERNET SAUVIGNON 1",1,2195,n,n,"PASO ROBLES AUSTIN CABERNET SAUVIGNON","750 ml",,n,2,1,1466,n,,"=""0""",,,,,,n,,,,,,,
"=""285246000001""",WHISKEY,1,2999,n,n,"Makers mark 750",,,n,2,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""286043000003""","HEALTHY SODA 1",1,299,n,n,"OLIPOP GOODWIN 12 OZ","12 OZ",,n,1,1,172,n,,"=""0""",,,,,,n,,,,,,,
"=""15030207""","Big Tequila 1",1,1699,n,n,"OCEANO AZUL","750 ML",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""40084176""","CHOCOLATE 1",1,199,n,n,"KINDER COUNTRY BAR","23.5 G",,n,1,1,63,n,,"=""0""",,,,,,n,,,,,,,
"=""40144399""","CHOCOLATE 1",1,199,n,n,"KNOPPERS CRISPY CHOCOLATE","25 G",,n,1,24,2400,n,,"=""0""",,,,,,n,,,,,,,
"=""40345123""","Grocery 1",1,199,n,n,SMARTIES,,,n,1,1,110,n,,"=""0""",,,,,0,n,,,,,,,
"=""41508015""","SPARKLING WATER 1",1,199,n,n,"MAISON PERRIER","11.5 oz",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""59070689""","BREATH REFRESHER",1,249,n,n,"HALLS LIME",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""75050054""","Grocery 1",1,10,n,n,delet,,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""75050061""","Grocery 1",1,10,n,n,"Pica limon",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""80052760""","CHOCOLATE 1",1,349,n,n,"KINDER BUENO","21.5 G",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""80177609""","CHOCOLATE 1",1,399,n,n,"KINDER CHOCOLATE","2 OZ",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""80710196""",Candy1osama,1,199,n,n,delet,,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""80761761""","CHOCOLATE 1",1,299,n,n,"KINDER BUENO WHITE","43 G",,n,1,30,3600,n,,"=""0""",,,,,,n,,,,,,,
"=""80769507""","CHOCOLATE 1",1,299,n,n,"HELLO KITTY",,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""80874652""","CHOCOLATE 1",1,199,n,n,"KINDER CARDS",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""008660000019""","ROLLING PAPER AND CIGAR",1,299,n,n,"Zig Zag Braunstein Freres","=""1""",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""008660000026""","ROLLING PAPER AND CIGAR",1,299,n,n,"Zig-Zag Slow Burning Wrapping Paper","1 ct",,n,1,1,156,n,,"=""0""",,,,,,n,,,,,,,
"=""008660000071""","ROLLING PAPER AND CIGAR",1,299,n,n,"ZigZag Cigarette Paper King","=""1""",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""008660007322""","ROLLING PAPER AND CIGAR",1,299,n,n,"Zig Zag Ultra Thin","=""1""",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""008853997577""",BEER,1,1199,n,n,"714 BLONDE ALE","4 PK",,n,4,1,716,n,,"=""0""",,,,,0,n,,,,,,,
"=""008853998161""",BEER,1,1399,n,n,"RECURSION IPA","4 PK",,n,4,1,883,n,,"=""0""",,,,,0,n,,,,,,,
"=""009060000029""","GUMMY 1",1,199,n,n,"Mega Warheads:Candy, Strawberry","1.50 OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009060000036""","GUMMY 1",1,199,n,n,"The Foreign Candy Company:Rip Rolls, Blue Raspberry","1.50 OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009060000043""","GUMMY 1",1,199,n,n,"Mega Warheads:Candy, Sour Apple","1.50 OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009060000081""","GUMMY 1",1,199,n,n,"Rip Rolls Rainbow Reaction",".78 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009060000098""","GUMMY 1",1,199,n,n,"RIP ROLLS CHERRY CEREZA","=""1""",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009800000609""","CHOCOLATE 1",1,299,n,n,"KINDER BUENO WHITE",,,n,1,1,120,n,,"=""0""",,,,,0,n,,,,,,,
"=""009800001002""","BREATH REFRESHER",1,399,n,n,"TICTAC FRUIT ADVENTURE 1.7 OZ","1.7 OZ",,n,1,1,179,n,,"=""0""",,,,,,n,,,,,,,
"=""009800001026""",Candy1osama,1,399,n,n,"Tic tac",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009800001033""","BREATH REFRESHER",1,399,n,n,"TICTAC ORANGE",,,n,1,1,179,n,,"=""0""",,,,,,n,,,,,,,
"=""009800003624""","BREATH REFRESHER",1,299,n,n,"TICTAC STRABERRY AND CREAM",1oz,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009800007462""","BREATH REFRESHER",1,399,n,n,"TICTAC WINTERGREEN 1.7 OZ","1.7 OZ",,n,1,1,179,n,,"=""0""",,,,,,n,,,,,,,
"=""009800007479""","BREATH REFRESHER",1,399,n,n,"TICTAK TRPOPICAL ADVENTURE 1.7 OZ","1.7 OZ",,n,1,1,179,n,,"=""0""",,,,,,n,,,,,,,
"=""009800007615""","BREATH REFRESHER",1,299,n,n,"Tic Tac Freshmints","1.00 OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009800008070""",Candy1osama,1,399,n,n,"TIC TAC DR PEPPER","1.7 ONZ",,n,1,1,179,n,,"=""0""",,,,,0,n,,,,,,,
"=""009800123018""","CHOCOLATE 1",1,299,n,n,"Ferrero Rocher:Fine Hazelnut Chocolates","1.30 OZ",,n,1,1,144,n,,"=""0""",,,,,,n,,,,,,,
"=""009800512041""","CHOCOLATE 1",1,299,n,n,"KINDER CHOCOLATE","1.8 OZ",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009800800056""","CHOCOLATE 1",1,299,n,n,"Nutella Ferrero & Go Hazelnut Spread + Breadsticks","1.80 OZ",,n,1,1,150,n,,"=""0""",,,,,,n,,,,,,,
"=""009800802203""","Grocery 1",1,699,n,n,"Nutella Ferrero Hazelnut Spread With Cocoa",7.7oz,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009800820016""","CHOCOLATE 1",1,149,n,n,"NUTELLA  BE-READY","0.77 OZ",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009800830039""","CHOCOLATE 1",1,999,n,n,"NUTELLA BISCUITS BAG","9.7 OZ",,n,1,10,6000,n,,"=""0""",,,,,,n,,,,,,,
"=""009800895007""","Grocery 1",1,899,n,n,Nutella,"13 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""010465208903""","WINE CABERNET SAUVIGNON 1",1,9499,n,n,"JOSEPH PHELP CAB","750.00 ML",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""010465709608""","WINE CABERNET SAUVIGNON 1",1,59999,n,n,"INSIGNIA CABERNET SAUVIGNON","750.00 ML",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""010700021526""","CHOCOLATE 1",1,399,n,n,"MILK DUDS","5 OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""010700530202""","GUMMY 1",1,999,n,n,"JOLLY RANCHER FREEZE DRIED","3.1 OZ",,n,1,1,437,n,,"=""0""",,,,,0,n,,,,,,,
"=""010700557100""","GUMMY 1",1,399,n,n,"JOLLY RANCHER GUMMIES",,,n,1,1,258,n,,"=""0""",,,,,,n,,,,,,,
"=""010700557308""","GUMMY 1",1,499,n,n,"JOLLY RANCHER ROPES",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""010700701770""","CANDY GUMMIES 1",1,499,n,n,"JOLLY RANCHER CHEWY POPPERS ORIGINAL","6.2 OZ",,n,1,1,233,n,,"=""0""",,,,,,n,,,,,,,
"=""010700702029""","CHOCOLATE 1",1,599,n,n,"Whoppers:Malted Milk Balls","7.00 OZ",,n,1,1,261,n,,"=""0""",,,,,,n,,,,,,,
"=""010700702302""","GUMMY 1",1,499,n,n,"JOLLY RANCHER","7.00 OZ",,n,1,1,260,n,,"=""0""",,,,,,n,,,,,,,
"=""010700702623""","GUMMY 1",1,499,n,n,"JOLLY RANCHER GUMMIES","7 OZ",,n,1,12,2916,n,,"=""0""",,,,,,n,,,,,,,
"=""010700807229""","CHOCOLATE 1",1,299,n,n,"PAYDAY PEANUT CARAMEL BAR","1.85 OZ",,n,1,1,123,n,,"=""0""",,,,,,n,,,,,,,
"=""010700807274""","CHOCOLATE 1",1,399,n,n,"PAYDAY PEANUT CARAMEL BAR KING SIZE","3.4 OZ",,n,1,18,3875,n,,"=""0""",,,,,,n,,,,,,,
"=""010900080316""",ACCESSORIES,1,499,n,n,"REYNOLDS WRAP 30 SQ FT","30.00 SQ FT",,n,1,1,278,n,,"=""0""",,,,,,n,,,,,,,
"=""010986002226""","WINE CABERNET SAUVIGNON 1",1,1699,n,n,"KENWOOD CAB","750.00 ML",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""010986002813""","Wine pinot noir 1",1,1699,n,n,"KENWOOD Pinot NOIR  750 ml","750.00 ML",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""010986010351""","Wine Champagne 1",1,8599,n,n,"PERRIER JOUET BRUT 750 mm",,,n,1,1,6000,n,,"=""0""",,,,,,n,,,,,,,
"=""010986010863""",Wine1,1,2599,n,n,"MAISON SAINTE MARGUERITE SYMOHONIE",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""011000000020""","Cigarettes 1",1,740,n,n,"MONTEGO RED 100","=""1""",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""011000000037""","Cigarettes 1",1,740,n,n,"MONTEGO GOLD 100","=""1""",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""011000000044""","Cigarettes 1",1,740,n,n,"MONTETGO ORANGE","=""1""",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""011034410055""",Liqueur1osama,1,1499,n,n,"Martini & Rossi Sweet Vermouth (750 ml)","750 ML",,n,1,1,944,n,,"=""0""",,,,,,n,,,,,,,
"=""011034410079""","COCKTAIL 1",1,699,n,n,"Martini & Rossi Rosso:Vermouth","375.00 ML",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""011034420054""",Liqueur1osama,1,1299,n,n,"Martini & Rossi Dry Vermouth (750 ml)","750.00 ML",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""011034420078""","LIQUEUR 1",1,699,n,n,"Martini & Rossi:Vermouth","375.00 ML",,n,2,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""011110101211""","Cigarettes 1",1,499,n,n,"4 ACES TABACCO",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""011210000018""",Grocery1osama,1,399,n,n,"Tabasco Original Flavor (2 oz)","2 oz",,n,1,1,156,n,,"=""0""",,,,,,n,,,,,,,
"=""011210001350""","Grocery 1",1,899,n,n,"TABASCO PEPPER SAUCE",,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""011210009714""","Grocery 1",1,399,n,n,"Tabasco Green Pepper Sauce","2.00 FL OZ",,n,1,1,173,n,,"=""0""",,,,,0,n,,,,,,,
"=""011594275668""","CHIPS NON- FRETOLAY",1,499,n,n,"tim's potato chips jalapeno","4.75 oz",,n,1,1,259,n,,"=""0""",,,,,0,n,,,,,,,
"=""011594275675""","CHIPS NON- FRETOLAY",1,499,n,n,"tim's potato chips sea salt vinegar","4.75 oz",,n,1,1,259,n,,"=""0""",,,,,0,n,,,,,,,
"=""011594275699""","CHIPS NON- FRETOLAY",1,499,n,n,"HAWAIIAN CHIPS BBQ","4.75 0z",,n,1,1,259,n,,"=""0""",,,,,,n,,,,,,,
"=""011594275705""","CHIPS NON- FRETOLAY",1,499,n,n,"HAWAIAN POTATO SHIPS","4.75 oz",,n,1,1,259,n,,"=""0""",,,,,,n,,,,,,,
"=""011594275712""","CHIPS NON- FRETOLAY",1,499,n,n,"HAWAIIAN BRAND",,,n,1,1,259,n,,"=""0""",,,,,,n,,,,,,,
"=""012000000133""","SMALL SODA 1",1,134,n,n,"Pepsi Cola","12 oz",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""012000000850""","SMALL SODA 1",1,134,n,n,"Mountain Dew","12 oz",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""012000001291""","SMALL SODA 1",1,273,n,n,PEPSI,"20.00 OZ",,n,1,1,138,n,,"=""0""",,,,,,n,,,,,,,
"=""012000001314""","SMALL SODA 1",1,273,n,n,"MOUNTAIN DEW","20.00 OZ",,n,1,1,138,n,,"=""0""",,,,,,n,,,,,,,
"=""012000001345""","SMALL SODA 1",1,274,n,n,"DIET MOUNTAIN DEW","20.00 OZ",,n,1,1,138,n,,"=""0""",,,,,,n,,,,,,,
"=""012000001574""",Drinks1osama,1,240,n,n,"AquaFina Water (1l)","1.00 LT",,n,2,1,108,n,,"=""0""",,,,,,n,,,,,,,
"=""012000001598""","WATER 1",1,195,n,n,Aquafina,"20.00 OZ",,n,1,1,94,n,,"=""0""",,,,,0,n,,,,,,,
"=""012000001772""","COFFEE 1",1,349,n,n,"Starbucks Doubleshot Espresso & Cream","192 ml",,n,1,1,203,n,,"=""0""",,,,,,n,,,,,,,
"=""012000001802""","COFFEE 1",1,494,n,n,"Starbucks Frappuccino Coffee","13.70 OZ",,n,1,1,285,n,,"=""0""",,,,,,n,,,,,,,
"=""012000002090""","WATER 1",1,340,n,n,"AQU WATER 1.5 LETER","1.50 LT",,n,2,1,173,n,,"=""0""",,,,,,n,,,,,,,
"=""012000002304""","Big soda 1",1,453,n,n,"Pepsi Cola","2.00 LT",,n,1,1,225,n,,"=""0""",,,,,0,n,,,,,,,
"=""012000002946""","Big soda 1",1,399,n,n,"Pepsi 1L","33.80 Oz",,n,2,1,210,n,,"=""0""",,,,,,n,,,,,,,
"=""012000002977""","Big soda 1",1,360,n,n,"Mountain Dew:Soda 1L","33.80 Oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000004520""","COFFEE 1",1,495,n,n,"STARBUCKS MOCHA","13.70 OZ",,n,1,1,288,n,,"=""0""",,,,,,n,,,,,,,
"=""012000005596""","SMALL SODA 1",1,273,n,n,"Pepsi Wild Cherry","20.00 OZ",,n,1,1,138,n,,"=""0""",,,,,,n,,,,,,,
"=""012000007293""","COFFEE 1",1,345,n,n,"Starbucks  Expresso: Espresso & Salted Caramel Cream","192 ml",,n,1,1,189,n,,"=""0""",,,,,,n,,,,,,,
"=""012000008801""","COFFEE 1",1,349,n,n,"STARBUCKS ESPRESO cream light  6.5OZ","192 ml",,n,1,1,187,n,,"=""0""",,,,,,n,,,,,,,
"=""012000016721""","COFFEE 1",1,495,n,n,"STARBUCKS CARMEL 13","13.70 oz",,n,1,1,288,n,,"=""0""",,,,,,n,,,,,,,
"=""012000018800""","SMALL SODA 1",1,273,n,n,"PEPSI ZERO SUGAR","20.00 OZ",,n,1,1,138,n,,"=""0""",,,,,,n,,,,,,,
"=""012000021367""","JUICE 1",1,345,n,n,"Ocean Spray:Cranberry Juice Cocktail","15.20 FL OZ",,n,1,1,188,n,,"=""0""",,,,,0,n,,,,,,,
"=""012000021381""","JUICE 1",1,345,n,n,"O.S. CRAN GRAPE 15.2OZ","15.20 OZ",,n,1,1,188,n,,"=""0""",,,,,,n,,,,,,,
"=""012000024528""","ICE TEA 1",1,240,n,n,"BRISK  RASPBERRY","1 l",,n,2,1,106,n,,"=""0""",,,,,,n,,,,,,,
"=""012000027215""","SMALL SODA 1",1,226,n,n,"MOUNTAIN DEW","16 OZ",,n,1,1,123,n,,"=""0""",,,,,,n,,,,,,,
"=""012000028458""","COFFEE 1",1,495,n,n,"STARBUCK DOUBLE SHOT MOCHA 15 OZ","15.00 FL OZ",,n,1,1,272,n,,"=""0""",,,,,,n,,,,,,,
"=""012000028472""","COFFEE 1",1,495,n,n,"STARBUCKS DOUBLESHOT COFFEE 15","15.00 FL OZ",,n,1,1,275,n,,"=""0""",,,,,,n,,,,,,,
"=""012000028496""","COFFEE 1",1,495,n,n,"STARBUCKS DOUBLE VANILLA 15","15.00 FL OZ",,n,1,1,272,n,,"=""0""",,,,,,n,,,,,,,
"=""012000030284""","SMALL SODA 1",1,272,n,n,PEPSI,"16 OZ",,n,1,1,124,n,,"=""0""",,,,,,n,,,,,,,
"=""012000038488""","COFFEE 1",1,495,n,n,"STARBUKS DOUBLESHOT WHITE CHOCOLATE 15","15.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000046445""","ICE TEA 1",1,345,n,n,"PURE LEAF GREEN TEA","18.5 oz",,n,1,1,146,n,,"=""0""",,,,,,n,,,,,,,
"=""012000064500""","JUICE 1",1,295,n,n,"DOLE STRAWBERRY LEMONADE 20OZ","20 Oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000071751""","JUICE 1",1,345,n,n,"DOLE APPLE 15.2OZ","15.20 FL OZ",,n,1,1,188,n,,"=""0""",,,,,,n,,,,,,,
"=""012000101908""","ICE TEA 1",1,240,n,n,"BRISK LEMONADE","1 l",,n,2,1,105,n,,"=""0""",,,,,,n,,,,,,,
"=""012000130274""","SMALL SODA 1",1,273,n,n,"Mountain dew baja blast","20 Oz",,n,1,1,138,n,,"=""0""",,,,,,n,,,,,,,
"=""012000140709""","SMALL SODA 1",1,272,n,n,"PEPSI CHERRY","16 OZ",,n,1,1,123,n,,"=""0""",,,,,,n,,,,,,,
"=""012000151095""","COFFEE 1",1,495,n,n,"STARBUCKS 13.7 OZ WHITE CHOCOLATE MOCHA","405 ml",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000161155""","WATER 1",1,290,n,n,"Life Wtr","33.8 OZ",,n,2,1,159,n,,"=""0""",,,,,0,n,,,,,,,
"=""012000161230""","ICE TEA 1",1,240,n,n,"BRISK STRAWBERRY MELON","1 L",,n,2,1,105,n,,"=""0""",,,,,,n,,,,,,,
"=""012000171635""","WATER 1",1,245,n,n,"LIFEWTR- 20OZ",20OZ,,n,1,1,133,n,,"=""0""",,,,,0,n,,,,,,,
"=""012000171741""","SMALL SODA 1",1,273,n,n,"DIET PEPSI","20 OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000171758""","Big soda 1",1,399,n,n,"DT PEPSI 1L",1LTR,,n,2,1,210,n,,"=""0""",,,,,0,n,,,,,,,
"=""012000171765""","Big soda 1",1,499,n,n,"DIET PEPSI",2LTR,,n,2,1,225,n,,"=""0""",,,,,0,n,,,,,,,
"=""012000171864""","SMALL SODA 1",1,1145,n,n,"DIET PEPSI","12 - 12 OZ",,n,12,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""012000171956""",Drinks1osama,1,150,n,n,"Diet Pepsi Bottle (20 oz)",101.4FO,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000190889""","SPARKLING WATER 1",1,295,n,n,"BUBLY LIME",16oz,,n,1,1,154,n,,"=""0""",,,,,,n,,,,,,,
"=""012000192760""","SPARKLING WATER 1",1,295,n,n,"BUBLY BLACKBERRY","016 oz",,n,1,1,154,n,,"=""0""",,,,,,n,,,,,,,
"=""012000192869""","COFFEE 1",1,445,n,n,"STARBUCKS NITRO cold brew black",284ml,,n,1,1,255,n,,"=""0""",,,,,,n,,,,,,,
"=""012000192906""","COFFEE 1",1,445,n,n,"STARBUCKS NITRO VANILA SWEET CRAEM","284 ml",,n,1,1,243,n,,"=""0""",,,,,,n,,,,,,,
"=""012000202384""","ICE TEA 1",1,240,n,n,"BRISK LEMON TEA","1 L",,n,2,1,105,n,,"=""0""",,,,,,n,,,,,,,
"=""012000203978""","COFFEE 1",1,495,n,n,"STARBOUKS FRAPPUCCINO PEPERMENT MOCHA","405 ml",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000207846""","ICE TEA 1",1,394,n,n,"Yachak Berry Blue Yerba Mate Energy Drink Can (16 oz)","15.5 oz",,n,1,1,200,n,,"=""0""",,,,,,n,,,,,,,
"=""012000221767""","COFFEE 1",1,495,n,n,"STARBUCKS DOUBLESHOT CARAMEL","443 ml",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000286179""","ICE TEA 1",1,345,n,n,"Pure Leaf Extra Sweet Tea Bottle (18.5 oz)","18.50 FL OZ",,n,1,1,146,n,,"=""0""",,,,,,n,,,,,,,
"=""012000286186""","ICE TEA 1",1,345,n,n,"PURE LEAF LEMON","18.5 OZ",,n,1,1,146,n,,"=""0""",,,,,,n,,,,,,,
"=""012000286193""","ICE TEA 1",1,345,n,n,"PURE LEAF SWEET TEA","18.50 FL OZ",,n,1,1,146,n,,"=""0""",,,,,,n,,,,,,,
"=""012000286209""","ICE TEA 1",1,345,n,n,"PURE LEAF UNSWEETENED","18.50 FL OZ",,n,1,1,146,n,,"=""0""",,,,,,n,,,,,,,
"=""012000286223""","ICE TEA 1",1,345,n,n,"Lipton Pure Leaf Raspberry","18.50 FL OZ",,n,1,1,146,n,,"=""0""",,,,,0,n,,,,,,,
"=""012000384196""","ICE TEA 1",1,240,n,n,"BRISK PINK LEMONADE","1 L",,n,2,1,105,n,,"=""0""",,,,,,n,,,,,,,
"=""012000504044""",Drinks1osama,1,599,n,n,"Aquafina 1.5L","405.60 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000567490""","ICE TEA 1",1,290,n,n,"Lipton Brisk:Fruit Punch","1.00 LT",,n,2,1,106,n,,"=""0""",,,,,0,n,,,,,,,
"=""012000809941""","SMALL SODA 1",1,1144,n,n,"Pepsi:Twelve Pack","144.00 FL OZ",,n,12,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""012000809965""","SMALL SODA 1",1,1145,n,n,"Mountain Dew:Twelve Pack","144.00 FL OZ",,n,12,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""012000809996""",Drinks1osama,1,279,n,n,"Pepsi Wild Cherry Can (16 oz)","144.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000813313""","COFFEE 1",1,495,n,n,"STARBUCKS VANILLA","=""13.7""",,n,1,1,285,n,,"=""0""",,,,,,n,,,,,,,
"=""012005000091""","Grocery 1",1,499,n,n,"1.2.3. VEGTBL OIL 16.91 OZ","16.9 OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012044000274""",ACCESSORIES,1,599,n,n,"Old Spice High Endurance Pure Sport Scent Men's Deodorant","2.25 Oz",,n,1,1,299,n,,"=""0""",,,,,0,n,,,,,,,
"=""012086009945""","other wine 1",1,1999,n,n,"COTE DU RHONE",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012086965319""","Wine pinot noir 1",1,2599,n,n,"Cloudline:Pinot Noir","750.00 ML",,n,2,1,1600,n,,"=""0""",,,,,,n,,,,,,,
"=""012300000017""","Cigarettes 1",1,1750,n,n,"Camel Turkish & Domestic Blend non filter","1.00 ct",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012300000031""","Cigarettes 1",1,1434,n,n,"CAMEL DOMESTIC Red","20.00 Ct",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012300000079""","Cigarettes 1",1,1434,n,n,"Camel Blue Turkish Domestic Blend","1.00 ct",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012300000543""","Cigarettes 1",1,1443,n,n,"S & D Coffee, Inc.",20ct,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012300010580""","Cigarettes 1",1,1527,n,n,"CAMEL GOLD",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012300012652""","Cigarettes 1",1,1527,n,n,"CAMEL RED",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012300200592""","Cigarettes 1",1,1527,n,n,"CAMEL DOMESTIC BLEND  99 Red","1.00 PK",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012300200608""","Cigarettes 1",1,1434,n,n,"CAMEL DOMESTIC Blue 99","1.00 PK",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012300265706""","Cigarettes 1",1,1527,n,n,"CAMEL TURISH GOLD","1.00 PK",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012300302883""","Cigarettes 1",1,1527,n,n,"CAMEL TURKISH ROYAL","1.00 PK",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
