Upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,"Fee Multiplier",cost_qty,cost_cents,variable_price,addstock,setstock,pack_name,pack_qty,pack_upc,unit_upc,unit_count,is_oneclick,oc_color,oc_border_color,oc_text_color,oc_fixedpos,oc_page,oc_key,oc_relpos
"=""200001000003""",Pouches,1,1499,n,n,"ULTRA WATERMELON FOCUS","15 POUCHES",,n,1,1,769,n,,"=""89""",,,,,,n,,,,,,,
"=""499733700064""",ACCESSORIES,1,1999,n,n,"19.99 squshies",,,n,1,0,0,n,,"=""0""",,,,,,y,,,,,Dumbling,"19.99 squshies",2
"=""499733700071""",ACCESSORIES,1,1499,n,n,"14.99 squeshes",,,n,1,0,0,n,,"=""0""",,,,,,y,,,,,Dumbling,"14.99 squeshes",1
"=""499733700088""",ACCESSORIES,1,3499,n,n,"34.99 squeshes",,,n,1,0,0,n,,"=""0""",,,,,,y,,,,,Dumbling,"34.99 squeshes",3
"=""499733700019""",SYSTEM,1,0,n,n,TAXABLE,,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""499733700026""",ACCESSORIES,1,599,n,n,STICKERS,,,n,1,1,0,n,,"=""73""",,,,,,y,#ec407a,#f06292,,15,"in store",STICKERS,15
"=""499733700033""",Zyn,1,4499,n,n,"ROLL OF ZYN","5 PKS",,n,1,1,0,n,,"=""-127""",,,,,,y,#76ff03,#76ff03,,7,"in store","ROLL OF ZYN",7
"=""499733700040""",SYSTEM,1,200,n,n,"$ 2 FEE",,,n,1,1,0,n,,"=""21""",,,,,,y,#d50000,#d50000,,,"in store","$ 2 FEE",2
"=""499973370041""",Vape,1,2499,n,n,"Small Flum",,,n,1,1,1100,n,,"=""46""",,,,,,y,#42a5f5,#03a9f4,,12,"in store","Small Flum",12
"=""499973370058""",Vape,1,2699,n,n,"Big Flum",,,n,1,0,0,n,,"=""-7""",,,,,,y,#1565c0,#1565c0,,11,"in store","Big Flum",11
"=""499973370065""",Vape,1,2999,n,n,"Big Gee",,,n,1,0,0,n,,"=""-113""",,,,,,y,#81d4fa,#1a237e,,9,"in store","Big Gee",9
"=""499973370072""",Vape,1,2499,n,n,"Small Geek",,,n,1,0,0,n,,"=""9""",,,,,,y,#304ffe,#304ffe,,10,"in store","Small Geek",10
"=""499973370089""",ACCESSORIES,1,299,n,n,"Zip Bags",,,n,1,0,0,n,,"=""85""",,,,,,y,#fff59d,#fff59d,,5,"in store","Zip Bags",5
"=""499973370096""",Ice,1,199,n,n,"Cup of ice",,,n,1,0,0,n,,"=""74""",,,,,,y,#ffeb3b,#fdd835,,6,"in store","Cup of ice",6
"=""499973370102""",ACCESSORIES,1,1599,n,n,"Sun Glasses",,,n,1,0,0,n,,"=""68""",,,,,,y,#eeff41,#eeff41,,,"in store","Sun Glasses",14
"=""499973370119""","Fish Bait",1,999,n,n,"Fish Bait",,,n,1,0,0,n,,"=""48""",,,,,,y,#880e4f,#880e4f,,16,"in store","Fish Bait",16
"=""499733700057""",ACCESSORIES,1,299,n,n,Surfewax,,,n,1,0,0,n,,"=""65""",,,,,,y,#ffffff,#000000,,,"in store",Surfewax,17
"=""499973370126""",Tax,1,4999,n,n,"49.99 Dumbling",,,n,1,0,0,n,,"=""0""",,,,,,y,,,,,Dumbling,"49.99 Dumbling",999
"=""499973370133""",Tax,1,5999,n,n,"59.99 Dumbling",,,n,1,0,0,n,,"=""0""",,,,,,y,,,,,Dumbling,"59.99 Dumbling",999
"=""200031000004""",ACCESSORIES,1,2499,n,n,"ANKER NO #1",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""203026000003""","Wine General",1,4699,n,n,"Pears Triumph De Vienne (3026)","750 ml",,n,2,1,3000,n,,"=""0""",,,,,,n,,,,,,,
"=""272051000005""","Wine Cabernet Sauvignon",1,2274,n,n,"Paso Robles Austin Cabernet Sauvignon","750 ml",,n,2,1,1466,n,,"=""99""",,,,,,n,,,,,,,
"=""285246000001""",Whiskey,1,2999,n,n,"Makers mark 750",,,n,2,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""286043000003""","Healthy Soda",1,321,n,n,"OLIPOP GOODWIN 12 OZ","12 OZ",,n,1,1,148,n,,"=""15""",,,,,,n,,,,,,,
"=""290003000002""","Hanging Snacks",1,599,n,n,"PLANTERS WHITE CHOCOLATE MACADAMIA TRAIL MIX",,,y,1,1,287,n,,"=""0""",,,,,,n,,,,,,,
"=""000002754154""",Water,1,99,n,n,"Niagara, Purified Drinking Water","16.9 oz",,n,1,1,14,n,,"=""720""",,,,,,n,,,,,,,
"=""000004124498""","Non-Alcoholic Beer & Wine",1,299,n,n,"MARTINELLI'S PURE APPLE JUICE 10OZ","10 oz",,n,1,1,125,n,,"=""24""",,,,,,n,,,,,,,
"=""000004976400""",Soda,1,399,n,n,"SPRITE SODA 20OZ","20 oz",,n,1,1,156,n,,"=""23""",,,,,,n,,,,,,,
"=""000004979708""",Soda,1,399,n,n,"COCA COLA DIET SODA 24OZ","24 oz",,n,1,1,179,n,,"=""24""",,,,,,n,,,,,,,
"=""15030207""",Tequila,1,1699,n,n,"OCEANO AZUL","750 ML",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""30063068""","Chips - Frito-Lay",1,269,n,n,"Dorito salsa verde",,,n,1,1,180,n,,"=""0""",,,,,,n,,,,,,,
"=""40084176""","Candy and Choclate",1,249,n,n,"KINDER COUNTRY BAR","23.5 G",,n,1,1,63,n,,"=""-2""",,,,,,n,,,,,,,
"=""40144399""","Candy and Choclate",1,199,n,n,"KNOPPERS CRISPY CHOCOLATE","25 G",,n,1,1,100,n,,"=""91""",,,,,,n,,,,,,,
"=""40345123""",Grocery,1,249,n,n,SMARTIES,,,n,1,1,110,n,,"=""0""",,,,,0,n,,,,,,,
"=""41508015""","SPARKLING WATER",1,199,n,n,"MAISON PERRIER","11.5 oz",,n,1,1,100,n,,"=""0""",,,,,0,n,,,,,,,
"=""50201013""","Candy and Choclate",1,299,n,n,FLAKE,,,n,1,1,120,n,,"=""0""",,,,,0,n,,,,,,,
"=""59070689""","Gum & Breath Refreshing",1,249,n,n,"HALLS LIME",,,n,1,1,104,n,,"=""0""",,,,,,n,,,,,,,
"=""75050054""",SYSTEM,1,10,n,n,delet,,,n,1,1,2,n,,"=""88""",,,,,,n,,,,,,,
"=""75050061""",Grocery,1,10,n,n,"Pica limon",,,n,1,0,0,n,,"=""89""",,,,,,n,,,,,,,
"=""80052760""","Candy and Choclate",1,399,n,n,"KINDER BUENO","21.5 G",,n,1,1,120,n,,"=""87""",,,,,,n,,,,,,,
"=""80177609""","Candy and Choclate",1,399,n,n,"KINDER CHOCOLATE","2 OZ",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""80761761""","Candy and Choclate",1,299,n,n,"KINDER BUENO WHITE","43 G",,n,1,30,3600,n,,"=""0""",,,,,,n,,,,,,,
"=""80769507""","Candy and Choclate",1,299,n,n,"HELLO KITTY",,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""80874652""","Candy and Choclate",1,199,n,n,"KINDER CARDS",,,n,1,0,0,n,,"=""-1""",,,,,,n,,,,,,,
"=""000236773211""",ACCESSORIES,1,999,n,n,"Choclate bear",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""000579000265""","Red Wine",1,4499,n,n,"PINE RIDGE TRAVELERS CAB SAUV 2023 750ML","750 ml",,n,1,1,2800,n,,"=""13""",,,,,,n,,,,,,,
"=""008068601252""","Ready-to-Drink (RTD)",1,1299,n,n,"OTR PINA COLADA","355 ML",,n,14,1,837,n,,"=""6""",,,,,,n,,,,,,,
"=""008660000019""","Rolling Papers & Wraps",1,299,n,n,"Zig Zag Braunstein Freres","=""1""",,n,1,1,0,n,,"=""99""",,,,,,n,,,,,,,
"=""008660000026""","Rolling Papers & Wraps",1,299,n,n,"Zig-Zag Slow Burning Wrapping Paper","1 ct",,n,1,1,156,n,,"=""90""",,,,,,n,,,,,,,
"=""008660000071""","Rolling Papers & Wraps",1,299,n,n,"ZigZag Cigarette Paper King","=""1""",,n,1,1,0,n,,"=""99""",,,,,,n,,,,,,,
"=""008660007322""","Rolling Papers & Wraps",1,299,n,n,"Zig Zag Ultra Thin","=""1""",,n,1,1,0,n,,"=""96""",,,,,,n,,,,,,,
"=""008853997577""",BEER,1,1299,n,n,"714 BLONDE ALE","4 PK",,n,4,1,716,n,,"=""98""",,,,,,n,,,,,,,
"=""008853998161""","IPA Beer",1,1399,n,n,"RECURSION IPA","4 PK",,n,4,1,883,n,,"=""98""",,,,,,n,,,,,,,
"=""009060000029""",Gummy,1,199,n,n,"Mega Warheads:Candy, Strawberry","1.50 OZ",,n,1,1,0,n,,"=""95""",,,,,,n,,,,,,,
"=""009060000036""",Gummy,1,199,n,n,"The Foreign Candy Company:Rip Rolls, Blue Raspberry","1.50 OZ",,n,1,1,0,n,,"=""97""",,,,,,n,,,,,,,
"=""009060000043""",Gummy,1,199,n,n,"Mega Warheads:Candy, Sour Apple","1.50 OZ",,n,1,1,0,n,,"=""98""",,,,,,n,,,,,,,
"=""009060000081""",Gummy,1,199,n,n,"Rip Rolls Rainbow Reaction",".78 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009060000098""",Gummy,1,199,n,n,"RIP ROLLS CHERRY CEREZA","=""1""",,n,1,1,0,n,,"=""98""",,,,,,n,,,,,,,
"=""009800000524""",ACCESSORIES,1,299,n,n,"Kinder 1","=""1""",,n,1,1,0,n,,"=""99""",,,,,,n,,,,,,,
"=""009800000555""","Candy and Choclate",1,399,n,n,"kinder Bueno","1.5 oz",,n,1,1,0,n,,"=""97""",,,,,,n,,,,,,,
"=""009800000609""","Candy and Choclate",1,399,n,n,"KINDER BUENO WHITE",,,n,1,1,120,n,,"=""98""",,,,,,n,,,,,,,
"=""009800001002""","Gum & Breath Refreshing",1,399,n,n,"TICTAC FRUIT ADVENTURE 1.7 OZ","1.7 OZ",,n,1,1,179,n,,"=""95""",,,,,,n,,,,,,,
"=""009800001026""","Candy and Choclate",1,399,n,n,"Tic tac",,,n,1,1,178,n,,"=""-2""",,,,,,n,,,,,,,
"=""009800001033""","Gum & Breath Refreshing",1,399,n,n,"TICTAC ORANGE",,,n,1,1,179,n,,"=""96""",,,,,,n,,,,,,,
"=""009800003624""","Gum & Breath Refreshing",1,299,n,n,"TICTAC STRABERRY AND CREAM",1oz,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009800007462""","Gum & Breath Refreshing",1,399,n,n,"TICTAC WINTERGREEN 1.7 OZ","1.7 OZ",,n,1,1,190,n,,"=""97""",,,,,,n,,,,,,,
"=""009800007479""","Gum & Breath Refreshing",1,399,n,n,"TICTAK TRPOPICAL ADVENTURE 1.7 OZ","1.7 OZ",,n,1,1,179,n,,"=""0""",,,,,,n,,,,,,,
"=""009800007615""","Gum & Breath Refreshing",1,299,n,n,"Tic Tac Freshmints","1.00 OZ",,n,1,1,0,n,,"=""96""",,,,,,n,,,,,,,
"=""009800008070""","Candy and Choclate",1,399,n,n,"TIC TAC DR PEPPER","1.7 ONZ",,n,1,1,179,n,,"=""96""",,,,,,n,,,,,,,
"=""009800123018""","Candy and Choclate",1,299,n,n,"Ferrero Rocher, Hazelnut Chocolate","1.3 oz",,n,1,1,142,n,,"=""103""",,,,,,n,,,,,,,
"=""009800512041""","Candy and Choclate",1,299,n,n,"KINDER CHOCOLATE","1.8 OZ",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009800800056""","Candy and Choclate",1,299,n,n,"Nutella Ferrero & Go Hazelnut Spread + Breadsticks","1.80 OZ",,n,1,1,150,n,,"=""97""",,,,,,n,,,,,,,
"=""009800802203""",Grocery,1,699,n,n,"Nutella Ferrero Hazelnut Spread With Cocoa",7.7oz,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009800820016""","Candy and Choclate",1,149,n,n,"NUTELLA  BE-READY","0.77 OZ",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""009800830039""","Candy and Choclate",1,999,n,n,"NUTELLA BISCUITS BAG","9.7 OZ",,n,1,10,6000,n,,"=""0""",,,,,,n,,,,,,,
"=""009800895007""",Grocery,1,899,n,n,Nutella,"13 oz",,n,1,1,436,n,,"=""98""",,,,,,n,,,,,,,
"=""010465208903""","Wine Cabernet Sauvignon",1,9499,n,n,"JOSEPH PHELP CAB","750.00 ML",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""010465709608""","Wine Cabernet Sauvignon",1,59999,n,n,"INSIGNIA CABERNET SAUVIGNON","750.00 ML",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""010700021526""","Candy and Choclate",1,399,n,n,"MILK DUDS","5 OZ",,n,1,1,136,n,,"=""89""",,,,,,n,,,,,,,
"=""010700530202""",Gummy,1,999,n,n,"JOLLY RANCHER FREEZE DRIED","3.1 OZ",,n,1,1,481,n,,"=""96""",,,,,,n,,,,,,,
"=""010700557100""",Gummy,1,499,n,n,"Jolly Rancher Gummies",,,n,1,1,258,n,,"=""0""",,,,,,n,,,,,,,
"=""010700557308""",Gummy,1,599,n,n,"Jolly Rancher, Ropes, Blue Raspberry & Cherry","6 OZ",,n,1,1,271,n,,"=""10""",,,,,,n,,,,,,,
"=""010700701770""",Gummy,1,499,n,n,"JOLLY RANCHER CHEWY POPPERS ORIGINAL","6.2 OZ",,n,1,1,233,n,,"=""92""",,,,,,n,,,,,,,
"=""010700702029""","Candy and Choclate",1,599,n,n,"Whoppers:Malted Milk Balls","7.00 OZ",,n,1,1,261,n,,"=""96""",,,,,,n,,,,,,,
"=""010700702302""",Gummy,1,499,n,n,"JOLLY RANCHER","7.00 OZ",,n,1,1,260,n,,"=""0""",,,,,,n,,,,,,,
"=""010700702623""",Gummy,1,499,n,n,"JOLLY RANCHER GUMMIES","7 OZ",,n,1,12,2916,n,,"=""97""",,,,,,n,,,,,,,
"=""010700807229""","Candy and Choclate",1,299,n,n,"PAYDAY PEANUT CARAMEL BAR","1.85 OZ",,n,1,1,123,n,,"=""92""",,,,,,n,,,,,,,
"=""010700807274""","Candy and Choclate",1,399,n,n,"PAYDAY PEANUT CARAMEL BAR KING SIZE","3.4 OZ",,n,1,18,3875,n,,"=""93""",,,,,,n,,,,,,,
"=""010700859167""",Gummy,1,599,n,n,"Jolly Rancher, Gummies Sour Awesome Reds Peg Bag","6 oz",,n,1,1,271,n,,"=""12""",,,,,,n,,,,,,,
"=""010900080316""",ACCESSORIES,1,499,n,n,"REYNOLDS WRAP 30 SQ FT","30.00 SQ FT",,n,1,1,278,n,,"=""96""",,,,,,n,,,,,,,
"=""010986002226""","Wine Cabernet Sauvignon",1,1699,n,n,"KENWOOD CAB","750.00 ML",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""010986002813""","Red Wine",1,1699,n,n,"KENWOOD Pinot NOIR  750 ml","750.00 ML",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""010986010351""",Champagne,1,9234,n,n,"Perrier Jouet Brut 750 Mm",,,n,1,1,6000,n,,"=""0""",,,,,,n,,,,,,,
"=""010986010863""","Wine General",1,2599,n,n,"MAISON SAINTE MARGUERITE SYMOHONIE",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""011000000020""","Tabaco Cigarettes",1,740,n,n,"MONTEGO RED 100","=""1""",,n,1,1,0,n,,"=""92""",,,,,,n,,,,,,,
"=""011000000037""","Tabaco Cigarettes",1,740,n,n,"MONTEGO GOLD 100","=""1""",,n,1,1,0,n,,"=""71""",,,,,,n,,,,,,,
"=""011000000044""","Tabaco Cigarettes",1,740,n,n,"MONTETGO ORANGE","=""1""",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""011034410055""",Liqueur,1,1499,n,n,"Martini & Rossi Sweet Vermouth (750 ml)","750 ML",,n,2,1,944,n,,"=""6""",,,,,,n,,,,,,,
"=""011034410079""","Ready-to-Drink (RTD)",1,699,n,n,"Martini & Rossi Rosso:Vermouth","375.00 ML",,n,1,1,0,n,,"=""-1""",,,,,,n,,,,,,,
"=""011034420054""",Liqueur,1,1299,n,n,"Martini & Rossi Dry Vermouth (750 ml)","750.00 ML",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""011034420078""",Liqueur,1,699,n,n,"Martini & Rossi:Vermouth","375.00 ML",,n,2,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""011110101211""","Tabaco Cigarettes",1,499,n,n,"4 ACES TABACCO",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""011206001258""","Gum & Breath Refreshing",1,499,n,n,"SMARTIES SQUASHIES RASPBERRY IN CREAM",,,n,1,1,172,n,,"=""-1""",,,,,,n,,,,,,,
"=""011206003252""","Gum & Breath Refreshing",1,499,n,n,"SMARTIES SQUASHIES MIXED  FRUIT",,,n,1,1,172,n,,"=""0""",,,,,,n,,,,,,,
"=""011210000018""",Grocery,1,399,n,n,"Tabasco Original Flavor (2 oz)","2 oz",,n,1,1,156,n,,"=""0""",,,,,,n,,,,,,,
"=""011210001350""",Grocery,1,1508,n,n,"Tabasco Pepper Sauce",,,n,1,1,749,n,,"=""0""",,,,,,n,,,,,,,
"=""011210009714""",Grocery,1,399,n,n,"Tabasco Green Pepper Sauce","2.00 FL OZ",,n,1,1,173,n,,"=""-2""",,,,,,n,,,,,,,
"=""011594275668""","Chips - Other",1,499,n,n,"tim's potato chips jalapeno","4.75 oz",,n,1,1,259,n,,"=""97""",,,,,,n,,,,,,,
"=""011594275675""","Chips - Other",1,499,n,n,"tim's potato chips sea salt vinegar","4.75 oz",,n,1,1,259,n,,"=""93""",,,,,,n,,,,,,,
"=""011594275699""","Chips - Other",1,499,n,n,"HAWAIIAN CHIPS BBQ","4.75 0z",,n,1,1,259,n,,"=""91""",,,,,,n,,,,,,,
"=""011594275705""","Chips - Other",1,499,n,n,"HAWAIAN POTATO SHIPS","4.75 oz",,n,1,1,259,n,,"=""84""",,,,,,n,,,,,,,
"=""011594275712""","Chips - Other",1,499,n,n,"HAWAIIAN BRAND",,,n,1,1,259,n,,"=""91""",,,,,,n,,,,,,,
"=""012000000133""",Soda,1,134,n,n,"Pepsi Cola","12 oz",,n,1,1,0,n,,"=""-1""",,,,,,n,,,,,,,
"=""012000000850""",Soda,1,134,n,n,"Mountain Dew","12 oz",,n,1,0,0,n,,"=""-3""",,,,,,n,,,,,,,
"=""012000001291""",Soda,1,321,n,n,PEPSI,"20.00 OZ",,n,1,1,145,n,,"=""1""",,,,,,n,,,,,,,
"=""012000001314""",Soda,1,321,n,n,"MOUNTAIN DEW","20.00 OZ",,n,1,1,147,n,,"=""-11""",,,,,,n,,,,,,,
"=""012000001345""",Soda,1,274,n,n,"DIET MOUNTAIN DEW","20.00 OZ",,n,1,1,0,n,,"=""-7""",,,,,,n,,,,,,,
"=""012000001574""",Water,1,240,n,n,"AQUAFINA WATER 1L SW","1.00 LT",,n,2,1,107,n,,"=""71""",,,,,,n,,,,,,,
"=""012000001598""",Water,1,195,n,n,"AQUAFINA NON VEND 20OZ SW","20.00 OZ",,n,1,1,95,n,,"=""34""",,,,,,n,,,,,,,
"=""012000001772""","Coffee & Milk & Protein shakes and Dairy",1,371,n,n,"Starbucks Doubleshot Espresso & Cream","192 ml",,n,1,1,203,n,,"=""89""",,,,,,n,,,,,,,
"=""012000001802""","Coffee & Milk & Protein shakes and Dairy",1,534,n,n,"Starbucks Frappuccino Coffee","13.70 OZ",,n,1,1,228,n,,"=""97""",,,,,,n,,,,,,,
"=""012000002090""",Water,1,390,n,n,"AQUAFINA WATER 1.5L","1.5 L",,n,2,1,173,n,,"=""-19""",,,,,,n,,,,,,,
"=""012000002243""",Soda,1,321,n,n,"MOUNTAIN DEW CODE RED 20OZ",,,n,1,1,172,n,,"=""-12""",,,,,,n,,,,,,,
"=""012000002304""",Soda,1,453,n,n,"Pepsi Cola","2.00 LT",,n,1,1,260,n,,"=""8""",,,,,,n,,,,,,,
"=""012000002946""",Soda,1,399,n,n,"PEPSI 1L","33.80 Oz",,n,2,1,184,n,,"=""-5""",,,,,,n,,,,,,,
"=""012000002977""",Soda,1,360,n,n,"MOUNTAIN DEW 1L","33.80 Oz",,n,1,1,184,n,,"=""9""",,,,,,n,,,,,,,
"=""012000003103""",Soda,1,134,n,n,"Pepsi Wild Cherry","12.00 OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000004438""",Soda,1,321,n,n,"PEPSI 12OZ CAN","12 oz",,n,1,1,156,n,,"=""68""",,,,,,n,,,,,,,
"=""012000004520""","Coffee & Milk & Protein shakes and Dairy",1,534,n,n,"Starbucks Mocha","13.70 OZ",,n,1,1,288,n,,"=""89""",,,,,,n,,,,,,,
"=""012000005596""",Soda,1,321,n,n,"Pepsi Wild Cherry","20.00 OZ",,n,1,1,146,n,,"=""1""",,,,,,n,,,,,,,
"=""012000007293""","Coffee & Milk & Protein shakes and Dairy",1,345,n,n,"Starbucks  Expresso: Espresso & Salted Caramel Cream","192 ml",,n,1,1,189,n,,"=""107""",,,,,,n,,,,,,,
"=""012000008801""","Coffee & Milk & Protein shakes and Dairy",1,349,n,n,"STARBUCKS ESPRESO cream light  6.5OZ","192 ml",,n,1,1,187,n,,"=""94""",,,,,,n,,,,,,,
"=""012000008993""",Soda,1,134,n,n,"Mug:Root Beer","12.00 OZ",,n,1,1,56,n,,"=""-5""",,,,,,n,,,,,,,
"=""012000016721""","Coffee & Milk & Protein shakes and Dairy",1,534,n,n,"Starbucks Caramel 13","13.70 oz",,n,1,1,288,n,,"=""94""",,,,,,n,,,,,,,
"=""012000018770""",Soda,1,134,n,n,"Pepsi Max:Zero Calories","12.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""012000018800""",Soda,1,321,n,n,"PEPSI ZERO SUGAR","20.00 OZ",,n,1,1,146,n,,"=""-6""",,,,,,n,,,,,,,
"=""012000021367""",Juice,1,345,n,n,"Ocean Spray:Cranberry Juice Cocktail","15.20 FL OZ",,n,1,1,188,n,,"=""0""",,,,,,n,,,,,,,
"=""012000021381""",Juice,1,345,n,n,"O.S. CRAN GRAPE 15.2OZ","15.20 OZ",,n,1,1,188,n,,"=""95""",,,,,,n,,,,,,,
"=""012000024528""","Iced Tea",1,240,n,n,"BRISK  RASPBERRY","1 l",,n,2,1,106,n,,"=""2""",,,,,,n,,,,,,,
"=""012000027215""",Soda,1,227,n,n,"MOUNTAIN DEW","16 OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000028458""","Coffee & Milk & Protein shakes and Dairy",1,510,n,n,"Starbucks Doubleshot Mocha 15 oz","15.00 FL OZ",,n,1,1,272,n,,"=""-7""",,,,,,n,,,,,,,
"=""012000028472""","Coffee & Milk & Protein shakes and Dairy",1,510,n,n,"Starbucks Doubleshot Coffee 15","15.00 FL OZ",,n,1,1,275,n,,"=""5""",,,,,,n,,,,,,,
"=""012000028496""","Coffee & Milk & Protein shakes and Dairy",1,510,n,n,"Starbucks Double Vanilla 15","15.00 FL OZ",,n,1,1,272,n,,"=""91""",,,,,,n,,,,,,,
"=""012000030284""",Soda,1,274,n,n,PEPSI,"16 OZ",,n,1,1,0,n,,"=""-17""",,,,,,n,,,,,,,
"=""012000031878""",Juice,1,240,n,n,"Lipton Brisk:Sweet","1.00 LT",,n,2,1,105,n,,"=""14""",,,,,,n,,,,,,,
"=""012000038488""","Coffee & Milk & Protein shakes and Dairy",1,495,n,n,"STARBUKS DOUBLESHOT WHITE CHOCOLATE 15","15.00 FL OZ",,n,1,1,0,n,,"=""99""",,,,,,n,,,,,,,
"=""012000046445""","Iced Tea",1,345,n,n,"LIFEWATER GT UNSWEETENED 18.5OZ","18.5 oz",,n,1,1,140,n,,"=""2""",,,,,,n,,,,,,,
"=""012000064500""",Juice,1,295,n,n,"DOLE STRAWBERRY LEMONADE 20OZ","20 Oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000071751""",Juice,1,345,n,n,"DOLE APPLE 15.2OZ","15.20 FL OZ",,n,1,1,188,n,,"=""96""",,,,,,n,,,,,,,
"=""012000101908""","Iced Tea",1,240,n,n,"BRISK LEMONADE 1L","1 l",,n,2,1,106,n,,"=""4""",,,,,,n,,,,,,,
"=""012000130274""",Soda,1,321,n,n,"Mountain dew baja blast","20 Oz",,n,1,1,172,n,,"=""-7""",,,,,,n,,,,,,,
"=""012000140709""",Soda,1,274,n,n,"PEPSI CHERRY","16 OZ",,n,1,1,0,n,,"=""-5""",,,,,,n,,,,,,,
"=""012000151095""","Coffee & Milk & Protein shakes and Dairy",1,495,n,n,"STARBUCKS 13.7 OZ WHITE CHOCOLATE MOCHA","405 ml",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000161155""",Water,1,340,n,n,"LIFEWTR PREMIUM 1L","33.8 OZ",,n,2,1,159,n,,"=""-1""",,,,,,n,,,,,,,
"=""012000161162""",Water,1,290,n,n,"LIFEWTR PREMIUM 700ML",700ML,,n,2,1,140,n,,"=""6""",,,,,,n,,,,,,,
"=""012000161230""","Iced Tea",1,240,n,n,"BRISK STRAWBERRY MELON","1 L",,n,2,1,105,n,,"=""94""",,,,,,n,,,,,,,
"=""012000171635""",Water,1,245,n,n,"LIFEWTR PREMIUM 20OZ",20OZ,,n,1,1,130,n,,"=""14""",,,,,,n,,,,,,,
"=""012000171741""",Soda,1,321,n,n,"DIET PEPSI ORIGINAL 20OZ","20 OZ",,n,1,1,172,n,,"=""89""",,,,,,n,,,,,,,
"=""012000171758""",Soda,1,399,n,n,"DT PEPSI 1L",1LTR,,n,2,1,184,n,,"=""7""",,,,,,n,,,,,,,
"=""012000171765""",Soda,1,460,n,n,"DIET PEPSI",2LTR,,n,2,1,260,n,,"=""8""",,,,,,n,,,,,,,
"=""012000171864""",Soda,1,1199,n,n,"DIET PEPSI","12 - 12 OZ",,n,12,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000171956""",Soda,1,150,n,n,"Diet Pepsi Bottle (20 oz)",101.4FO,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000190872""","SPARKLING WATER",1,321,n,n,"BUBLY GRAPEFRUIT SPARKLING 16OZ",,,n,1,1,154,n,,"=""-8""",,,,,,n,,,,,,,
"=""012000190889""","SPARKLING WATER",1,321,n,n,"BUBLY LIME",16oz,,n,1,1,154,n,,"=""-2""",,,,,,n,,,,,,,
"=""012000192760""","SPARKLING WATER",1,321,n,n,"BUBLY BLACKBERRY","016 oz",,n,1,1,154,n,,"=""-1""",,,,,,n,,,,,,,
"=""012000192869""","Coffee & Milk & Protein shakes and Dairy",1,499,n,n,"Starbucks Nitro Cold Brew Black",284ml,,n,1,1,243,n,,"=""-11""",,,,,,n,,,,,,,
"=""012000192906""","Coffee & Milk & Protein shakes and Dairy",1,445,n,n,"STARBUCKS NITRO VANILA SWEET CRAEM","284 ml",,n,1,1,243,n,,"=""93""",,,,,,n,,,,,,,
"=""012000202384""","Iced Tea",1,240,n,n,"BRISK LEMON TEA","1 L",,n,2,1,105,n,,"=""92""",,,,,,n,,,,,,,
"=""012000203978""","Coffee & Milk & Protein shakes and Dairy",1,495,n,n,"STARBOUKS FRAPPUCCINO PEPERMENT MOCHA","405 ml",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""012000207846""","Iced Tea",1,299,n,n,"Yachak Berry Blue Yerba Mate Energy Drink Can (16 oz)","15.5 oz",,n,1,1,144,n,,"=""12""",,,,,,n,,,,,,,
